PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title
198,0.0,3,1,42.0,0,1,8.4042,2,7
199,1.0,3,0,39.99166666666667,0,0,7.75,1,8
200,0.0,2,0,24.0,0,0,13.0,2,6
201,0.0,3,1,28.0,0,0,9.5,2,7
202,0.0,3,1,39.99166666666667,8,2,69.55,2,8
203,0.0,3,1,34.0,0,0,6.4958,2,7
204,0.0,3,1,45.5,0,0,7.225,0,7
205,1.0,3,1,18.0,0,0,8.05,2,7
206,0.0,3,0,2.0,0,1,10.4625,2,6
207,0.0,3,1,32.0,1,0,15.85,2,7
208,1.0,3,1,26.0,0,0,18.7875,0,7
209,1.0,3,0,16.0,0,0,7.75,1,6
210,1.0,1,1,40.0,0,0,31.0,0,7
211,0.0,3,1,24.0,0,0,7.05,2,7
212,1.0,2,0,35.0,0,0,21.0,2,8
213,0.0,3,1,22.0,0,0,7.25,2,7
214,0.0,2,1,30.0,0,0,13.0,2,7
215,0.0,3,1,39.99166666666667,1,0,7.75,1,8
216,1.0,1,0,31.0,1,0,113.275,0,8
217,1.0,3,0,27.0,0,0,7.925,2,6
218,0.0,2,1,42.0,1,0,27.0,2,7
219,1.0,1,0,32.0,0,0,76.2917,0,8
220,0.0,2,1,30.0,0,0,10.5,2,7
221,1.0,3,1,16.0,0,0,8.05,2,7
222,0.0,2,1,27.0,0,0,13.0,2,7
223,0.0,3,1,51.0,0,0,8.05,2,7
224,0.0,3,1,39.99166666666667,0,0,7.8958,2,8
225,1.0,1,1,38.0,1,0,90.0,2,7
226,0.0,3,1,22.0,0,0,9.35,2,7
227,1.0,2,1,19.0,0,0,10.5,2,7
228,0.0,3,1,20.5,0,0,7.25,2,7
229,0.0,2,1,18.0,0,0,13.0,2,7
230,0.0,3,0,39.99166666666667,3,1,25.4667,2,8
231,1.0,1,0,35.0,1,0,83.475,2,8
232,0.0,3,1,29.0,0,0,7.775,2,7
233,0.0,2,1,59.0,0,0,13.5,2,7
234,1.0,3,0,5.0,4,2,31.3875,2,6
235,0.0,2,1,24.0,0,0,10.5,2,7
236,0.0,3,0,39.99166666666667,0,0,7.55,2,8
237,0.0,2,1,44.0,1,0,26.0,2,7
238,1.0,2,0,8.0,0,2,26.25,2,6
239,0.0,2,1,19.0,0,0,10.5,2,7
240,0.0,2,1,33.0,0,0,12.275,2,7
241,0.0,3,0,39.99166666666667,1,0,14.4542,0,8
242,1.0,3,0,39.99166666666667,1,0,15.5,1,8
243,0.0,2,1,29.0,0,0,10.5,2,7
244,0.0,3,1,22.0,0,0,7.125,2,7
245,0.0,3,1,30.0,0,0,7.225,0,7
246,0.0,1,1,44.0,2,0,90.0,1,3
247,0.0,3,0,25.0,0,0,7.775,2,6
248,1.0,2,0,24.0,0,2,14.5,2,6
249,1.0,1,1,37.0,1,1,52.5542,2,7
250,0.0,2,1,54.0,1,0,26.0,2,7
251,0.0,3,1,39.99166666666667,0,0,7.25,2,8
252,0.0,3,0,29.0,1,1,10.4625,2,8
253,0.0,1,1,62.0,0,0,26.55,2,7
254,0.0,3,1,30.0,1,0,16.1,2,7
255,0.0,3,0,41.0,0,2,20.2125,2,8
256,1.0,3,0,29.0,0,2,15.2458,0,8
257,1.0,1,0,39.99166666666667,0,0,79.2,0,8
258,1.0,1,0,30.0,0,0,86.5,2,8
259,1.0,1,0,35.0,0,0,512.3292,0,8
260,1.0,2,0,50.0,0,1,26.0,2,8
261,0.0,3,1,39.99166666666667,0,0,7.75,1,8
262,1.0,3,1,3.0,4,2,31.3875,2,5
263,0.0,1,1,52.0,1,1,79.65,2,7
264,0.0,1,1,40.0,0,0,0.0,2,7
265,0.0,3,0,39.99166666666667,0,0,7.75,1,8
266,0.0,2,1,36.0,0,0,10.5,2,7
267,0.0,3,1,16.0,4,1,39.6875,2,7
268,1.0,3,1,25.0,1,0,7.775,2,7
269,1.0,1,0,58.0,0,1,153.4625,2,8
270,1.0,1,0,35.0,0,0,135.6333,2,8
271,0.0,1,1,39.99166666666667,0,0,31.0,2,8
272,1.0,3,1,25.0,0,0,0.0,2,7
273,1.0,2,0,41.0,0,1,19.5,2,8
274,0.0,1,1,37.0,0,1,29.7,0,7
275,1.0,3,0,39.99166666666667,0,0,7.75,1,8
276,1.0,1,0,63.0,1,0,77.9583,2,8
277,0.0,3,0,45.0,0,0,7.75,2,8
278,0.0,2,1,39.99166666666667,0,0,0.0,2,8
279,0.0,3,1,7.0,4,1,29.125,1,5
280,1.0,3,0,35.0,1,1,20.25,2,8
281,0.0,3,1,65.0,0,0,7.75,1,7
282,0.0,3,1,28.0,0,0,7.8542,2,7
283,0.0,3,1,16.0,0,0,9.5,2,7
284,1.0,3,1,19.0,0,0,8.05,2,7
285,0.0,1,1,39.99166666666667,0,0,26.0,2,8
286,0.0,3,1,33.0,0,0,8.6625,0,7
287,1.0,3,1,30.0,0,0,9.5,2,7
288,0.0,3,1,22.0,0,0,7.8958,2,7
289,1.0,2,1,42.0,0,0,13.0,2,7
290,1.0,3,0,22.0,0,0,7.75,1,6
291,1.0,1,0,26.0,0,0,78.85,2,6
292,1.0,1,0,19.0,1,0,91.0792,0,6
293,0.0,2,1,36.0,0,0,12.875,0,7
294,0.0,3,0,24.0,0,0,8.85,2,6
295,0.0,3,1,24.0,0,0,7.8958,2,7
296,0.0,1,1,39.99166666666667,0,0,27.7208,0,8
297,0.0,3,1,23.5,0,0,7.2292,0,7
298,0.0,1,0,2.0,1,2,151.55,2,6
299,1.0,1,1,39.99166666666667,0,0,30.5,2,8
300,1.0,1,0,50.0,0,1,247.5208,0,8
301,1.0,3,0,39.99166666666667,0,0,7.75,1,8
302,1.0,3,1,39.99166666666667,2,0,23.25,1,8
303,0.0,3,1,19.0,0,0,0.0,2,7
304,1.0,2,0,39.99166666666667,0,0,12.35,1,8
305,0.0,3,1,39.99166666666667,0,0,8.05,2,8
306,1.0,1,1,0.92,1,2,151.55,2,5
307,1.0,1,0,39.99166666666667,0,0,110.8833,0,8
308,1.0,1,0,17.0,1,0,108.9,0,6
309,0.0,2,1,30.0,1,0,24.0,0,7
310,1.0,1,0,30.0,0,0,56.9292,0,8
311,1.0,1,0,24.0,0,0,83.1583,0,6
312,1.0,1,0,18.0,2,2,262.375,0,6
313,0.0,2,0,26.0,1,1,26.0,2,6
314,0.0,3,1,28.0,0,0,7.8958,2,7
315,0.0,2,1,43.0,1,1,26.25,2,7
316,1.0,3,0,26.0,0,0,7.8542,2,6
317,1.0,2,0,24.0,1,0,26.0,2,6
318,0.0,2,1,54.0,0,0,14.0,2,3
319,1.0,1,0,31.0,0,2,164.8667,2,8
320,1.0,1,0,40.0,1,1,134.5,0,8
321,0.0,3,1,22.0,0,0,7.25,2,7
322,0.0,3,1,27.0,0,0,7.8958,2,7
323,1.0,2,0,30.0,0,0,12.35,1,8
324,1.0,2,0,22.0,1,1,29.0,2,6
325,0.0,3,1,39.99166666666667,8,2,69.55,2,8
326,1.0,1,0,36.0,0,0,135.6333,0,8
327,0.0,3,1,61.0,0,0,6.2375,2,7
328,1.0,2,0,36.0,0,0,13.0,2,8
329,1.0,3,0,31.0,1,1,20.525,2,8
330,1.0,1,0,16.0,0,1,57.9792,0,6
331,1.0,3,0,39.99166666666667,2,0,23.25,1,8
332,0.0,1,1,45.5,0,0,28.5,2,7
333,0.0,1,1,38.0,0,1,153.4625,2,7
334,0.0,3,1,16.0,2,0,18.0,2,7
335,1.0,1,0,39.99166666666667,1,0,133.65,2,8
336,0.0,3,1,39.99166666666667,0,0,7.8958,2,8
337,0.0,1,1,29.0,1,0,66.6,2,7
338,1.0,1,0,41.0,0,0,134.5,0,8
339,1.0,3,1,45.0,0,0,8.05,2,7
340,0.0,1,1,45.0,0,0,35.5,2,7
341,1.0,2,1,2.0,1,1,26.0,2,5
342,1.0,1,0,24.0,3,2,263.0,2,6
343,0.0,2,1,28.0,0,0,13.0,2,7
344,0.0,2,1,25.0,0,0,13.0,2,7
345,0.0,2,1,36.0,0,0,13.0,2,7
346,1.0,2,0,24.0,0,0,13.0,2,6
347,1.0,2,0,40.0,0,0,13.0,2,8
348,1.0,3,0,39.99166666666667,1,0,16.1,2,8
349,1.0,3,1,3.0,1,1,15.9,2,5
350,0.0,3,1,42.0,0,0,8.6625,2,7
351,0.0,3,1,23.0,0,0,9.225,2,7
352,0.0,1,1,39.99166666666667,0,0,35.0,2,8
353,0.0,3,1,15.0,1,1,7.2292,0,7
354,0.0,3,1,25.0,1,0,17.8,2,7
355,0.0,3,1,39.99166666666667,0,0,7.225,0,8
356,0.0,3,1,28.0,0,0,9.5,2,7
357,1.0,1,0,22.0,0,1,55.0,2,6
358,0.0,2,0,38.0,0,0,13.0,2,8
359,1.0,3,0,39.99166666666667,0,0,7.8792,1,8
360,1.0,3,0,39.99166666666667,0,0,7.8792,1,8
361,0.0,3,1,40.0,1,4,27.9,2,7
362,0.0,2,1,29.0,1,0,27.7208,0,7
363,0.0,3,0,45.0,0,1,14.4542,0,8
364,0.0,3,1,35.0,0,0,7.05,2,7
365,0.0,3,1,39.99166666666667,1,0,15.5,1,8
366,0.0,3,1,30.0,0,0,7.25,2,7
367,1.0,1,0,60.0,1,0,75.25,0,8
368,1.0,3,0,39.99166666666667,0,0,7.2292,0,8
369,1.0,3,0,39.99166666666667,0,0,7.75,1,8
370,1.0,1,0,24.0,0,0,69.3,0,6
371,1.0,1,1,25.0,1,0,55.4417,0,7
372,0.0,3,1,18.0,1,0,6.4958,2,7
373,0.0,3,1,19.0,0,0,8.05,2,7
374,0.0,1,1,22.0,0,0,135.6333,0,7
375,0.0,3,0,3.0,3,1,21.075,2,6
376,1.0,1,0,39.99166666666667,1,0,82.1708,0,8
377,1.0,3,0,22.0,0,0,7.25,2,6
378,0.0,1,1,27.0,0,2,211.5,0,7
379,0.0,3,1,20.0,0,0,4.0125,0,7
380,0.0,3,1,19.0,0,0,7.775,2,7
381,1.0,1,0,42.0,0,0,227.525,0,8
382,1.0,3,0,1.0,0,2,15.7417,0,6
383,0.0,3,1,32.0,0,0,7.925,2,7
384,1.0,1,0,35.0,1,0,52.0,2,8
385,0.0,3,1,39.99166666666667,0,0,7.8958,2,8
386,0.0,2,1,18.0,0,0,73.5,2,7
387,0.0,3,1,1.0,5,2,46.9,2,5
388,1.0,2,0,36.0,0,0,13.0,2,8
389,0.0,3,1,39.99166666666667,0,0,7.7292,1,8
390,1.0,2,0,17.0,0,0,12.0,0,6
391,1.0,1,1,36.0,1,2,120.0,2,7
392,1.0,3,1,21.0,0,0,7.7958,2,7
393,0.0,3,1,28.0,2,0,7.925,2,7
394,1.0,1,0,23.0,1,0,113.275,0,6
395,1.0,3,0,24.0,0,2,16.7,2,6
396,0.0,3,1,22.0,0,0,7.7958,2,7
397,0.0,3,0,31.0,0,0,7.8542,2,8
398,0.0,2,1,46.0,0,0,26.0,2,7
399,0.0,2,1,23.0,0,0,10.5,2,3
400,1.0,2,0,28.0,0,0,12.65,2,6
401,1.0,3,1,39.0,0,0,7.925,2,7
402,0.0,3,1,26.0,0,0,8.05,2,7
403,0.0,3,0,21.0,1,0,9.825,2,6
404,0.0,3,1,28.0,1,0,15.85,2,7
405,0.0,3,0,20.0,0,0,8.6625,2,6
406,0.0,2,1,34.0,1,0,21.0,2,7
407,0.0,3,1,51.0,0,0,7.75,2,7
408,1.0,2,1,3.0,1,1,18.75,2,5
409,0.0,3,1,21.0,0,0,7.775,2,7
410,0.0,3,0,39.99166666666667,3,1,25.4667,2,8
411,0.0,3,1,39.99166666666667,0,0,7.8958,2,8
412,0.0,3,1,39.99166666666667,0,0,6.8583,1,8
413,1.0,1,0,33.0,1,0,90.0,1,8
414,0.0,2,1,39.99166666666667,0,0,0.0,2,8
415,1.0,3,1,44.0,0,0,7.925,2,7
416,0.0,3,0,39.99166666666667,0,0,8.05,2,8
417,1.0,2,0,34.0,1,1,32.5,2,8
418,1.0,2,0,18.0,0,2,13.0,2,6
419,0.0,2,1,30.0,0,0,13.0,2,7
420,0.0,3,0,10.0,0,2,24.15,2,6
421,0.0,3,1,39.99166666666667,0,0,7.8958,0,8
422,0.0,3,1,21.0,0,0,7.7333,1,7
423,0.0,3,1,29.0,0,0,7.875,2,7
424,0.0,3,0,28.0,1,1,14.4,2,6
425,0.0,3,1,18.0,1,1,20.2125,2,7
426,0.0,3,1,39.99166666666667,0,0,7.25,2,8
427,1.0,2,0,28.0,1,0,26.0,2,6
428,1.0,2,0,19.0,0,0,26.0,2,6
429,0.0,3,1,39.99166666666667,0,0,7.75,1,8
430,1.0,3,1,32.0,0,0,8.05,2,7
431,1.0,1,1,28.0,0,0,26.55,2,7
432,1.0,3,0,39.99166666666667,1,0,16.1,2,8
433,1.0,2,0,42.0,1,0,26.0,2,8
434,0.0,3,1,17.0,0,0,7.125,2,7
435,0.0,1,1,50.0,1,0,55.9,2,7
436,1.0,1,0,14.0,1,2,120.0,2,6
437,0.0,3,0,21.0,2,2,34.375,2,6
438,1.0,2,0,24.0,2,3,18.75,2,6
439,0.0,1,1,64.0,1,4,263.0,2,7
440,0.0,2,1,31.0,0,0,10.5,2,7
441,1.0,2,0,45.0,1,1,26.25,2,8
442,0.0,3,1,20.0,0,0,9.5,2,7
443,0.0,3,1,25.0,1,0,7.775,2,7
444,1.0,2,0,28.0,0,0,13.0,2,6
445,1.0,3,1,39.99166666666667,0,0,8.1125,2,8
446,1.0,1,1,4.0,0,2,81.8583,2,5
447,1.0,2,0,13.0,0,1,19.5,2,6
448,1.0,1,1,34.0,0,0,26.55,2,7
449,1.0,3,0,5.0,2,1,19.2583,0,6
450,1.0,1,1,52.0,0,0,30.5,2,4
451,0.0,2,1,36.0,1,2,27.75,2,7
452,0.0,3,1,39.99166666666667,1,0,19.9667,2,8
453,0.0,1,1,30.0,0,0,27.75,0,7
454,1.0,1,1,49.0,1,0,89.1042,0,7
455,0.0,3,1,39.99166666666667,0,0,8.05,2,8
456,1.0,3,1,29.0,0,0,7.8958,0,7
457,0.0,1,1,65.0,0,0,26.55,2,7
458,1.0,1,0,39.99166666666667,1,0,51.8625,2,8
459,1.0,2,0,50.0,0,0,10.5,2,8
460,0.0,3,1,39.99166666666667,0,0,7.75,1,8
461,1.0,1,1,48.0,0,0,26.55,2,7
462,0.0,3,1,34.0,0,0,8.05,2,7
463,0.0,1,1,47.0,0,0,38.5,2,7
464,0.0,2,1,48.0,0,0,13.0,2,7
465,0.0,3,1,39.99166666666667,0,0,8.05,2,8
466,0.0,3,1,38.0,0,0,7.05,2,7
467,0.0,2,1,39.99166666666667,0,0,0.0,2,8
468,0.0,1,1,56.0,0,0,26.55,2,7
469,0.0,3,1,39.99166666666667,0,0,7.725,1,8
470,1.0,3,0,0.75,2,1,19.2583,0,6
471,0.0,3,1,39.99166666666667,0,0,7.25,2,8
472,0.0,3,1,38.0,0,0,8.6625,2,7
473,1.0,2,0,33.0,1,2,27.75,2,8
474,1.0,2,0,23.0,0,0,13.7917,0,6
475,0.0,3,0,22.0,0,0,9.8375,2,6
476,0.0,1,1,39.99166666666667,0,0,52.0,2,8
477,0.0,2,1,34.0,1,0,21.0,2,7
478,0.0,3,1,29.0,1,0,7.0458,2,7
479,0.0,3,1,22.0,0,0,7.5208,2,7
480,1.0,3,0,2.0,0,1,12.2875,2,6
481,0.0,3,1,9.0,5,2,46.9,2,5
482,0.0,2,1,39.99166666666667,0,0,0.0,2,8
483,0.0,3,1,50.0,0,0,8.05,2,7
484,1.0,3,0,63.0,0,0,9.5875,2,8
485,1.0,1,1,25.0,1,0,91.0792,0,7
486,0.0,3,0,39.99166666666667,3,1,25.4667,2,8
487,1.0,1,0,35.0,1,0,90.0,2,8
488,0.0,1,1,58.0,0,0,29.7,0,7
489,0.0,3,1,30.0,0,0,8.05,2,7
490,1.0,3,1,9.0,1,1,15.9,2,5
491,0.0,3,1,39.99166666666667,1,0,19.9667,2,8
492,0.0,3,1,21.0,0,0,7.25,2,7
493,0.0,1,1,55.0,0,0,30.5,2,7
494,0.0,1,1,71.0,0,0,49.5042,0,7
495,0.0,3,1,21.0,0,0,8.05,2,7
496,0.0,3,1,39.99166666666667,0,0,14.4583,0,8
497,1.0,1,0,54.0,1,0,78.2667,0,8
498,0.0,3,1,39.99166666666667,0,0,15.1,2,8
499,0.0,1,0,25.0,1,2,151.55,2,6
500,0.0,3,1,24.0,0,0,7.7958,2,7
501,0.0,3,1,17.0,0,0,8.6625,2,7
502,0.0,3,0,21.0,0,0,7.75,1,6
503,0.0,3,0,39.99166666666667,0,0,7.6292,1,8
504,0.0,3,0,37.0,0,0,9.5875,2,8
505,1.0,1,0,16.0,0,0,86.5,2,6
506,0.0,1,1,18.0,1,0,108.9,0,7
507,1.0,2,0,33.0,0,2,26.0,2,8
508,1.0,1,1,39.99166666666667,0,0,26.55,2,8
509,0.0,3,1,28.0,0,0,22.525,2,7
510,1.0,3,1,26.0,0,0,56.4958,2,7
511,1.0,3,1,29.0,0,0,7.75,1,7
512,0.0,3,1,39.99166666666667,0,0,8.05,2,8
